CRS_CODE,CRS_NAME
TPPSRGSEBH11,PG Dip Evidence-Based Healthcare
RDMCLISBIO01,MD(Res) Clinical Research
RDMCLISBRS01,MD(Res) Clinical Research
RDMCLISCAN01,MD(Res) Clinical Research
RDMCLISCAR01,MD(Res) Clinical Research
RDMCLISCHI01,MD(Res) Clinical Research
RDMCLISEAR01,MD(Res) Clinical Research
RDMCLISINF01,MD(Res) Clinical Research
RDMCLISMDS01,MD(Res) Clinical Research
RDMCLISMED01,MD(Res) Clinical Research
TMAEURSCAT01,MA European Culture and Thought
TMSEENSINI01,MSc Internet Engineering (IRI)
TSDSECSMUS01,School Direct Music (Salaried)
TSDSECSPED01,School Direct Physical Education (Salaried)
TSDSECSPHY01,School Direct Science: Physics (Salaried)
TSDSECSPSY01,School Direct Psychology (Salaried)
TSDSECSPWM01,School Direct Physics with Mathematics (Salaried)
TSDSECSREE01,School Direct Religious Education (Salaried)
TSDSECSSSC01,School Direct Social Science (Salaried)
UAFEDUSEAP01,Presessional English for Academic Purposes - Short
UBEEDUSPPL01,BEd Honours Degree F/T (top-up p
UBEEDUSWWC01,BEd Honours Degree F/T (top-up p
UBSEDUSPSY01,BA/BSc Psychology
UCGEDUSHAB01,Graduate Certificate: Specialist Qualification in
TMSENRARSM01,MSc Energy and Resources Management
TMPGPPAMAN01,EMPA Global Public Policy and Management
TMSDATSRHB01,MSc Data Science for Research in Health and Biomed
TMSNEUSTAR01,MSc Translational and Regenerative Neuroscience
TEPSDSSEYE01,Early Years Initial Teacher Training (EYITT) EBR
TMSARCSHCP01,MSc Housing and City Planning
TCPARCSHCP01,PG Cert Housing and City Planning
TPPSRGSEBH15,PG Dip Evidence-Based Healthcare
UEPINTSIND01,iPgCE Dubai
UBSBIPSMSE05,BSc Bioprocessing of New Medicines (Sci & Eng)
TMRCOMSWEB01,MRes Web Science and Big Data Analytics
TPPIONSCND12,PG Dip Clinical Neurology
TMRMEDSTEN01,MRes Medical Technology Entrepreneurship
TMSNEUSMUD01,MSc Neuromuscular Disease
RRDLACSCCS01,Research Degree: Language and Cognition - CCS
TEPSCTSCCM10,PGCE Dept of CCM (SCITTs - Sept)
RRDEDUSLLO01,Online MPhil/PhD
RRDEDUSPHO01,Online MPhil/PhD
RRDEDUSSSO01,Online MPhil/PhD
TMSPHYSBOL01,MSc Biological Physics
TMSARCSGLP01,MSc Global Prosperity
TMRIONSADN01,MRes Advanced Neuroimaging
RDMCLISMPH01,MD(Res) Clinical Research
RDMCLISNEU01,MD(Res) Clinical Research
RDMCLISOPH01,MD(Res) Clinical Research
RDMCLISPOP01,MD(Res) Clinical Research
RDMCLISSUR01,MD(Res) Clinical Research
RDMCLISUMS01,MD(Res) Clinical Research
RDMCLISWOL01,MD(Res) Clinical Research
RDMCLISWOM01,MD(Res) Clinical Research
TCPTECSENT01,PG Cert Technology Entrepreneurship
TPPIONSNCT12,PG Dip Neurology for Clinical Trainees
UBSMANSING05,BSc Management Science
UMSMANSING05,MSci Management Science
UBNCIVSING14,BEng Engineering (Civil)
UBNENVSING14,BEng Engineering (Environmental)
UMNCIVSING14,MEng Engineering (Civil)
TAFPOPSING07,Affiliate Population Health
RRDSWCSING01,Research Degree: Sainsbury Wellcome Cent for NC&B
TMRIONSTRN01,MRes Translational Neurology
TMSSTISING11,MSc Sexually Transmitted Infections and HIV
TPPSTISING11,PG Dip Sexually Transmitted Infections and HIV
RRDBISSBLZ01,BBSRC London Interdisciplinary Biosciences PhD Con
TMAARLSENE01,MA Archaeology of Egypt and the Near East
UCGEDUSPSY01,Grad Cert Psychology
UFDEDUSPPL01,Foundation Degree: Professional Practice In The Li
UFDEDUSWWC01,Foundation Degree in Working with Children: Educat
UPGEDUSAEP01,Advanced Educational Practice Programme (Offshore)
UPGEDUSHAB01,Graduate Diploma: Specialist Qualification in Habi
TCPCLISEDU12,PG Cert Clinical and Professional Education
TMSCLISEDU12,MSc Clinical and Professional Education
TPPCLISEDU12,PG Dip Clinical and Professional Education
TPPNEUSMUD01,PG Dip Neuromuscular Disease
TCPEINSOAA01,PG Cert Otology and Audiology
UBSSECSING01,BSc Security and Crime Science
TMSDATSING01,MSc Data Science
TMSPLCSING01,MSc Policing
TAFMEDSPFA01,Affiliate Performing Arts Medicine
TMRARCSACO01,MRes Architectural Computation
TMSEENSWOC01,MSc Wireless and Optical Communications
DUMMYPGR,Do not apply PGR (No application Fee)
BPHARM,Bachelor of Pharmacy
BSCTP,BSc Toxicology & Pharmacology
TPPMEDSPER01,PG Dip Perioperative Medicine
TCPMEDSPER01,PG Cert Perioperative Medicine
TEPPRISEYE01,Early Years Initial Teacher Training (EYITT) EBR
TEPPRISEYM01,Early Years Initial Teacher Training (EYITT) (MR)
TEPPRISEYR01,Primary (EYFS/KS1 Full-time Route) - Post Graduate
TEPSDSSCIT01,School Direct: Postgraduate Certificate in Educati
TEPSDSSEYR01,School Direct: Postgraduate Certificate in Educati
TEPSDSSPSY01,School Direct: Postgraduate Certificate in Educati
TEPSECSPSY01,Psychology - Post Graduate Certificate in Educatio
UMNENVSING14,MEng Engineering (Environmental)
UBNEENSEEE14,BEng Engineering (Electronic and Electrical)
UMNEENSEEE14,MEng Engineering (Electronic and Electrical)
TMRSAESAHA01,"MRes Science and Engineering in Arts, Hrtg & Arch"
TCPSRGSBPR01,"PG Cert Burns, Plastic and Reconstructive Surgery"
RRDLBSS4MR01,Research Degree: MRC Life&Biomed Sci (4yr)
TCPGENSHMD01,PG Cert Genetics of Human Disease
TEPSECSMPT01,Music (Part-time) - Post Graduate Certificate in E
TEPSECSMUS01,Music - Post Graduate Certificate in Education
TEPSECSPHY01,Science: Physics - Post Graduate Certificate in Ed
TEPSECSPWM01,Science: Physics with Mathematics - Post Graduate
TEPSECSREE01,Religious Education - Post Graduate Certificate in
TEPSECSSCI01,Science - Post Graduate Certificate in Education
TEPSECSSSC01,Social Science - Post Graduate Certificate in Educ
TMHARCSGAD01,MArch Graduate Architectural Design
TPPEINSVOI12,PG Dip ENT Practice (Voice Pathology)
TMSMATSFIN01,MSc Financial Mathematics
TCPARCSHSD01,PG Cert Housing Development
FDPT,Foundation Degree in Pharmacy (Birkbeck)
UBNCENSING14,BEng Engineering (Chemical)
UMNCENSING14,MEng Engineering (Chemical)
UBSMEDSAPP05,BSc Applied Medical Sciences
UMSMEDSAPP05,MSci Applied Medical Sciences
TCPPSYSLCB01,PG Cert Low Intensity Cognitive Behavioural Interv
TMRDRSSING01,MRes Drug Sciences
TPPMEDSPFA01,PG Dip Performing Arts Medicine
UBSPOPSING05,BSc Population Health
UPGEDUSING01,National Professional Qualification for Headship
UBSBIPSMBM05,BSc Bioprocessing of New Medicines (Bus & Man)
TMSCARSING01,MSc Cardiovascular Science
TCPCRISSRE01,PG Cert Security Research
RAFSRGSING07,Visiting Research: Surgery and Interventional Sci
TEPSCTSCCM01,PGCE Dept of CCM (SCITTs - July)
TEPSCTSCPA01,PGCE Dept of CPA (SCITTs - July)
TMAEDUSING01,MA Education
TMAEDUSEGL01,MA Applied Linguistics
TMAEDUSAED01,Advanced Educational Practice Programme (Offshore)
RDMCLISCTM01,MD(Res) Clinical Research
TMSCRISFOS01,MSc Crime and Forensic Science
TMSENGWFIN01,MSc Engineering with Finance
TMSARLSBFA01,MSc Bioarchaeological and Forensic Anthropology
TMAFILSEAD01,MA Ethnographic and Documentary Film (Practical)
UMSHUMSEVO05,MSci Human Evolutionary Sciences
DDEEDUSDUA01,Dual Doctor in Education Award
DDEEDUSING01,Doctor in Education
DDEEDUSING14,Doctor in Education
DDEEDUSINT01,Doctor in Education (International)
DDYEDUSCAP01,Doctor In Educational Psychology (DEdPsy) In Profe
RAFEDUSERA01,Research Erasmus Special Course
RAFEDUSING01,Associateship
RAFEDUSPDO01,Postdoctoral Research Special Course
RAFEDUSRES01,Special Research Programme
RDPEDUSPUB01,PhD (By Publication)
RRDEDUSING01,MPhil (Master of Philosophy)/PhD (Doctor of Philos
RRDCARSMBP01,Research Degree: Cardiovascular Sci (MB PhD prog)
TMAEMSSING01,MA Early Modern Studies
TMSIFCSHIC01,MSc Healthcare Associated Infection Control
TMAHISSTRN01,MA Transnational Studies
TCPARCSSPD01,PG Cert Spatial Design: Architecture and Cities
TEPTFISBUS01,Teach First: Postgraduate Certificate in Education
TMSARCSSPD01,MSc Spatial Design: Architecture and Cities
TPPARCSSPD01,PG Dip Spatial Design: Architecture and Cities
TEPTFISCSC01,Teach First: Postgraduate Certificate in Education
TEPTFISGEO01,Teach First: Postgraduate Certificate in Education
TEPTFISHIS01,Teach First: Postgraduate Certificate in Education
TEPTFISLAN01,Teach First: Postgraduate Certificate in Education
TEPTFISMAT01,Teach First: Postgraduate Certificate in Education
TEPTFISPRI01,Teach First: Postgraduate Certificate in Education
TMSCOMSINN01,MSc ICT Innovation
RRDIONS4LW01,Research Degree: Neurology - LWP (4 yrs)
RRDMPHSCAN01,Research Degree: Physics of Cancer Therapy
TMPPADAMAN01,MPA Public Administration and Management
UPGEDUSSIE01,Graduate Diploma/Certificate in Special and Inclus
UPGEDUSTDA01,Grad Dip Teaching Disabled Adults
UPGPCOSPRP01,Post-Compulsory Diploma In Education (pre-service
UPGSIESDOS01,Grad Dip Special and Inclusive Education
XICCARSMEP01,Masters in Educational Practice (MEP)
TMSQRMSING01,MSc Quantitative Research Methods
UAFPORSING01,Affiliate Portuguese
TMARUSSPSP01,MA Russian and Post-Soviet Politics
TMSAFRSSTU01,MSc African Studies
TMSPHTSMHR01,MSc Physical Therapy in Musculoskeletal Healthcare
UBBASCSING05,BASc Arts and Sciences
RRDQATSING01,Research Degree: UCL-Q
TCPPSYSCYP01,PG Cert CYP IAPT Management
TMSHPSSSTS01,"MSc Science, Technology and Society"
TMSHPSSING01,MSc History and Philosophy of Science
TCPARCSUDC01,PG Cert Urban Design and City Planning
TMSARCSUDC01,MSc Urban Design and City Planning
TPPARCSUDC01,PG Dip Urban Design and City Planning
TPPHPSSING01,PG Dip History and Philosophy of Science
TCPHPSSING01,PG Cert History and Philosophy of Science
TPPHPSSSTS01,"PG Dip Science, Technology and Society"
TCPHPSSSTS01,"PG Cert Science, Technology and Society"
TMSPSYSDPC01,MSc Developmental Psychology and Clinical Practice
RRDEDIS4YR01,Research Degree: Eastman Dental Inst (Clin Exp)
TMSPHMSCLI01,"MSc Clinical Pharmacy, International Pract&Policy"
TMRURBSDID01,MRes Inter-disciplinary Urban Design
RRDIGHSING01,Research Degree: Institute for Global Health
TCPMEDSCDD01,PG Cert Clinical Drug Development
TMSMEDSCDD01,MSc Clinical Drug Development
TPPMEDSCDD01,PG Dip Clinical Drug Development
TMRMEDSCDD01,MRes Clinical Drug Development
TMAPOLSSRE01,MA Political Sociology (Russia and Eastern Europe)
RRDEDUSONL01,Online MPhil/PhD
RRDEDUSRMT01,MPhil / PhD with integrated research methods train
TAFEDUSCPD01,IOE Short Course
TAFEDUSERA01,Erasmus Special Course
UBBASCSABR05,BASc Arts and Sciences with Study Abroad
TPPEURSCAT01,PG Dip European Culture and Thought
TCPEURSCAT01,PG Cert European Culture and Thought
TMLLAWSING12,LLM Law
TCPMEDSSCI12,PG Cert Health and Medical Sciences
TMSMEDSSCI12,MSc Health and Medical Sciences
TPPMEDSSCI12,PG Dip Health and Medical Sciences
UBAEELSING05,BA East European Languages and Culture
RDMCLISEDI01,MD(Res) Clinical Research
TFPTALSING01,Professional Certificate in Teaching and Learning
TFPTALSPFA01,Professional Certificate in Teaching and Learning
TMAEDUSAEP01,Advanced Educational Practice Programme
TMSGEOSCLC01,MSc Climate Change
TMSGEOSENM01,MSc Environmental Modelling
TCPPHASPSM01,PG Cert Pharmacogenetics and Stratified Medicine
TMSPHASPSM01,MSc Pharmacogenetics and Stratified Medicine
TPPPHASPSM01,PG Dip Pharmacogenetics and Stratified Medicine
RAFPHMSING01,Affiliate Pharmacy
TMSPHMSDDE01,MSc Drug Delivery
TMSPHMSPCG01,MSc Pharmacognosy
TPPPHMSGPP01,PG Dip General Pharmacy Practice
TMRBISSBEC01,"MRes Biodiversity, Evolution & Conservation"
TCPTECSENS01,PG Cert Technology Entrepreneurship
VRES,PhD student enrolled elsewhere UK/EU
VRES OS,PhD student enrolled elsewhere OS
TMCG,MSc in Pharmacognosy
TMCI,MSc Clinical Pharmacy Intern'l Practice & Policy
UAFIMNSING01,Affiliate Infection and Immunity
TMRDRDSING01,MRes Drug Design
TPPEINSACP01,PG Dip Audiological Science with Clinical Practice
TMSMEDSPER01,MSc Perioperative Medicine
TMRPHYSQTE01,MRes Quantum Technologies
TMSBUSSANL01,MSc Business Analytics
UBASCASVON05,BA Viking and Old Norse Studies
TPPSYSSMGT01,PG Dip Systems Engineering Management
TMSARCSACO01,MSc Architectural Computation
TEPSCTSCPA10,PGCE Dept of CPA (SCITTs - Sept)
TEPSCTSLRN10,PGCE Dept of L&L (SCITTs - Sept)
TPPARCSACO01,PG Dip Architectural Computation
TMRMANSING01,MRes Management
TMSARLSGDS01,"MSc Computational Archaeology: GIS, Data Science"
TMSPHSSING01,MSc Population Health
UBAEULSING05,BA European Languages
TMRARCSSMC01,MRes Smart Cities
TMSARCSSCU01,MSc Smart Cities and Urban Analytics
TPPARCSSCU01,PG Dip Smart Cities and Urban Analytics
TMSEINSMOA01,MSc Medical Otology and Audiology
TPPGEOSAQS01,PG Dip Aquatic Science
TCPGEOSGSA01,PG Cert Geospatial Analysis
TPPGEOSGSA01,PG Dip Geospatial Analysis
TCPGEMSEMP01,PG Cert Environmental Mapping
TCPGEMSREM01,PG Cert Remote Sensing
TAFEDUSEXT01,Special Course - Masters (IOE not host Institution
TAFEDUSHSC01,Special Course - Diploma (PG C)
TAFEDUSHSD01,Special Course - Diploma
TAFEDUSINT01,Special Course - Masters (PG D)
TAFEDUSLAL01,Special Course - Leadership and Learning
TAFEDUSLKL01,Special Course - London Knowledge Lab
TPPPSYSDNP01,PG Dip Developmental Neuroscience&Psychopathology
TMRMPHSING01,MRes Medical Physics and Bioengineering
TMSMEDSBCT01,MSc Medical Bacteriology
UBAJWSSING05,BA Jewish Studies
TMAAMRSCLA01,MA Caribbean and Latin American Studies
TPPGEOSCLC01,PG Dip Climate Change
UBALATWGRA05,BA Latin with Greek with Study Abroad
UMNCOMSING14,MEng Computer Science
TMSEENSSEC01,MSc Security Technology
TMSTELWBUI01,MSc Telecommunications with Business (IRI)
TMALIBSINQ01,MA Library and Information Studies
TMRVISSING01,MRes Vision Research
RRDCTMSING01,Research Degree: Clinical Trials and Methodology
TMSCOMSIFI01,MSc Information Security (IRI)
TMSPOLSDCP01,MSc Democracy and Comparative Politics
RRDAMRSING01,Research Degree: Institute of the Americas
TMCP,MSc Clinical Pharmacy
TMDD,MSc Drug Delivery
TMDS,MSc Drug Discovery
TMDS-D,MSc Drug Discovery and Development
TMDS-PM,MSc Drug Discovery and Pharma Management
TMMH,MSc Medicines in Health Care
TMPP,MSc Pharmacy Practice
MPHARM,Master of Pharmacy
QCCP,Qualifying Certificate in Clinical Pharmacy
RESEARCH,MPhil/PhD
RESEARCH4,MPhil/PhD
SDCP,SOP Diploma in Clinical Pharmacy
TCBA,Joint Certificate Barcelona
TMAMUSAGAL01,MA Museum and Gallery Practice
TMRBRSSING01,MRes Brain Sciences
TAFIONSING01,Affil - Cat 1 Institute of Neurology
UBALNGSANC05,BA Ancient Languages
UBNBMDSING05,BEng Engineering (Biomedical)
UMNBMDSING05,MEng Engineering (Biomedical)
TMREENSIPE01,MRes Integrated Photonic and Electronic Systems
TMAPOLSARE01,MA Political Analysis (Russia and Eastern Europe)
RRDEERSING01,Research Degree: Bartlett School of EER
TMSDEMSCTR01,"MSc Dementia: Causes, Treatments and Research"
TMSPHYSSCO01,MSc Scientific Computing
UBSNMSSING05,BSc Nutrition and Medical Sciences
TMRCOMSROB01,MRes Robotics
TMSCOMSRAC01,MSc Robotics and Computation
TMSMANSCMP01,MSc Management of Complex Projects
TMREINSSST01,"MRes Sensory Systems, Technologies and Therapies"
TMSQUTSING01,MSc Quantum Technologies
TMSARCSIIF01,MSc Infrastructure Investment and Finance
TPPARCSIIF01,PG Dip Infrastructure Investment and Finance
TMSEARSRDR01,"MSc Risk, Disaster and Resilience"
TPPEARSRDR01,"PG Dip Risk, Disaster and Resilience"
TCPSYSSMGT01,PG Cert Systems Engineering Management
TAFEDUSMPC01,Special Course - Masters (PG C)
TAFSKESCHE01,SKEPLUS Special Course - Subject Knowledge Enhance
TAFSKESING01,SKEPLUS Special Course - Subject Knowledge Enhance
TAFSKESMAT01,SKEPLUS Special Course - Subject Knowledge Enhance
TAFSKESMFL01,SKEPLUS Special Course - Subject Knowledge Enhance
TAFSKESPHY01,SKEPLUS Special Course - Subject Knowledge Enhance
TCPCONSELD01,PG Cert Consultancy in Educational Leadership Dev.
TCPCONSING01,PG Cert Consultancy
TCPEDUSALT01,PG Cert ESOL or Adult Literacy Teaching
TMAEDUSALN01,"Adult Literacy, Language and Numeracy MA"
TMAEDUSART01,MA Art and Design in Education
TMAEDUSASS01,MA Educational Assessment
TMAEDUSBLE01,MA Bilingual Learners
TMAEDUSBUS01,MA Business Education
TMAEDUSCLI01,MA Clinical Education
TMAEDUSCOM01,MA Comparative Education
TMAEDUSCPA01,"MA Curriculum, Pedagogy and Assessment"
TMAEDUSEGI01,"MA Education, Gender and International Development"
TMAEDUSEID01,MA Education and International Development
TMAEDUSELT01,MA Effective Learning and Teaching
TMAEDUSEMC01,"European Master of Arts in Media, Communication an"
TMAEDUSENG01,MA English Education
TMAEDUSEOE01,MA Economics of Education
TMAEDUSEYE01,MA Early Years Education
TMAEDUSGEO01,MA Geography Education
UBEECOSABR05,BSc(Econ) Economics with a Year Abroad
TMSMEDSCEM12,MSc Clinical and Experimental Medicine
TPPMEDSCEM12,PG Dip Clinical and Experimental Medicine
TCPMEDSCEM12,PG Cert Clinical and Experimental Medicine
TMSIONSNCT12,MSc Neurology for Clinical Trainees
TCMH,Certificate in Medicines in Health Care
TCMM,Certificate in Medicines Management for Pharm Tech
TCPP,Certificate in Pharmacy Practice
TCTU,Joint Certificate Tubingen
TDGP,Diploma in General Pharmacy Practice
TDMH,Diploma in Medicines in Health Care
TSMH,Short Course in Medicines in Health Care
TSPP,Short Course in Pharmacy Practice
VUG,Visiting Undergraduate
TCPGEOSAQS01,PG Cert Aquatic Science
TCPGEOSENM01,PG Cert Environmental Modelling
TPPGEOSENM01,PG Dip Environmental Modelling
TCPGEOSCLC01,PG Cert Climate Change
TMSAMSSING01,MSc Advanced Materials Science
TMSRESSSUS01,MSc Sustainable Resources
TPPRESSSUS01,PG Dip Sustainable Resources
TEPSDSSTOP01,PGCE School Direct (Salaried Route) (top-up)
TCBEDUSING01,PG IoE Professional Development SC
RRDMATSGNZ01,Research Degree: Geometry and Number Theory
TMRHTRSING01,MRes Human Tissue Repair
TMSHTRSING01,MSc Human Tissue Repair
TMSHEASMAN01,MSc Healthcare Management
TCPRAISENG01,PG Cert Rail Systems Engineering
UBSIMMAINF05,BSc Immunology and Infection
TCPCTESING01,PG Cert Clinical Cell and Tissue Engineering
TMSCTESING01,MSc Clinical Cell and Tissue Engineering
TPPCTESING01,PG Dip Clinical Cell and Tissue Engineering
TMSSURSING01,MSc Surgical and Interventional Sciences
TMAJWSSING01,MA Jewish Studies
RRDMATSGNT01,Research Degree: Geometry and Number Theory
TCPEDUSMAC01,PG Cert Mentoring and Coaching
TCPEDUSMST01,PG Cert in Primary Maths Specialist Teachg (MaST)
TCPEDUSSDS01,PG Cert School Direct (Salaried Route)
TCPEDUSSEN01,National Award for Special Educational Needs Coord
TCPEDUSTAM01,PG Cert Teaching Advanced Mathematics
TCPEDUSTEA01,PG Cert The Teaching of Engl as an Additional Lang
TEPINTSDUB01,Postgraduate Certificate in Education Internationa
TEPINTSIND01,Postgraduate Certificate in Education Internationa
TMAEDUSHOE01,MA History of Education
TMAEDUSHPR01,MA Higher and Professional Education
TMAEDUSHRI01,MA Education and Human Rights
TMAEDUSHUM01,Humanities Education (Citizenship / History / Reli
TMAEDUSINC01,MA Inclusive Education
TMAEDUSLEA01,MA Leadership
TMAEDUSLIN01,MA Applied Linguistics
TMAEDUSLLD01,MA Literacy Learning and Literacy Difficulties
TMAEDUSLLL01,MA Lifelong Learning
TMAEDUSLLP01,European Masters in Lifelong Learning: Policy and
TMAEDUSLLX01,MA Lifelong Learning (Singapore)
TMAEDUSMAT01,MA Mathematics Education
TMAEDUSMCC01,"MA Media, Culture and Education"
TMAEDUSMGA01,MA Museums and Galleries in Education
TMAEDUSMUS01,MA Music Education
TMSSRGSBPR01,"MSc Burns, Plastic and Reconstructive Surgery"
VPG,Visiting Postgraduate
ZZZZ,Non-existent Course
TCPOPHSPRA01,PG Cert Clinical Ophthalmic Practice
TMRHCSSDIS01,MRes Applied Research in Human Communication Disor
TPPEINSMOA01,PG Dip Medical Otology and Audiology
TCPSTRSMED01,PG Cert Stroke Medicine
TPPARCSPPM01,PG Dip Professional Practice & Management in Arch
TCPNEUSMUD01,PG Cert Neuromuscular Disease
TMSREHSEAT01,MSc Rehabilitation Engineering and Assistive Techn
UBSSSCSING05,BSc Social Sciences
UBSSSCSQME05,BSc Social Sciences with Quantitative Methods
UBAGREAENG05,BA Greek and English
UBALATAENG05,BA Latin and English
TMSENGSIDV01,MSc Engineering for International Development
TMAPOLSCEP12,MA Comparative Economics and Policy
TMAAMRSLAS01,MA Latin American Studies
TMSCONSING01,MSc Conservation Studies
TMSAMRSLAP01,MSc Latin American Politics
UCEPHMSMMT01,Cert Medicines Management for Pharmacy Technicians
TCBCLISING01,PG Clinical Professional Development SCP
RDMCLISPST01,MD(Res) Clinical Research
TMSPHMSAPP01,MSc Advanced Pharmacy Practice
TEPPCFSING01,PGCE Post-Compulsory Education (full-time)
TEPPCPSING01,PGCE Post-Compulsory Education (part-time)
UAFEDUSING01,Affiliate Institute of Education
TPPCTRSING01,PG Dip Clinical Trials
TMRMECSHAP01,MRes Healthcare Engineering for Ageing Population
TMREARSRDR01,MRes Risk and Disaster Reduction
TMRCHESODD01,MRes Organic Chemistry: Drug Discovery
TMSCOMSFRM01,MSc Financial Risk Management
UBSPLNAREE05,BSc Planning and Real Estate
TCPMEDSECN01,PG Cert Eating Disorders and Clinical Nutrition
TMSMEDSECN01,MSc Eating Disorders and Clinical Nutrition
TPPMEDSECN01,PG Dip Eating Disorders and Clinical Nutrition
TMSSTRSMED01,MSc Stroke Medicine
TEPPCOSINF01,"Post-Compulsory PGCE (pre-service,full-time)"
TEPPCOSINP01,"Post-Compulsory PGCE (in-service, part-time)"
TEPPCOSLEF01,Post-Compulsory PGCE: Literacy and ESOL (FT)
TEPPCOSLEP01,Post-Compulsory PGCE: Literacy and ESOL (PT)
TEPPCOSMNF01,Post-Compulsory PGCE: Mathematics with Numeracy (F
TEPPCOSMNP01,Post-Compulsory PGCE: Mathematics With Numeracy (P
TMSMHSSCLI01,MSc Clinical Mental Health Sciences
TMSCOMSINI01,MSc Computer Science (IRI)
TMSPHMSFOE01,MSc Pharmaceutical Formulation & Entrepreneurship
TMAEDUSPEI01,"Educational Planning, Economics and International"
TMAEDUSPHI01,MA Philosophy of Education
TMAEDUSPLS01,MA Promoting Learning in Schools
TMAEDUSPOL01,MA Policy Studies in Education
TMAEDUSPRI01,MA Primary Education (Policy and Practice)
TMAEDUSPSS01,MA Psychosocial Studies and Education
TMAEDUSPSY01,MA Education (Psychology)
TMAEDUSREG01,MA Inspection and Regulation
TMAEDUSRRL01,MA Reading Recovery and Literacy Leadership
TMAEDUSSCI01,MA Science Education
TMAEDUSSEI01,MA School Effectiveness and School Improvement
TMAEDUSSJU01,MA Social Justice and Education
TAFGEOSING01,Affil - Cat 1 Geography
TMSGEMSSVY09,MSc Surveying
TMSCOMSLSV01,"MSc Logic, Semantics and Verification of Programs"
RRDMEISING01,Research Degree: Medical Imaging
TMRMEISING01,MRes Medical Imaging
TPPENGSIDV01,PG Dip Engineering for International Development
RRDELCSING01,Research Degree: SELCS
TPPPSYSCBA01,PG Dip Cognitive Behavioural Therapy (IAPT: A&D)
RRDSTESING01,Research Degree: STEaPP
RRDGEOSHUM01,Research Degree: Human Geography
UMSBOCSING05,MSci Biochemistry
TMRPSYSDNP01,MRes Developmental Neuroscience & Psychopathology
UBALNGSANA05,BA Ancient Languages with Year Abroad
UAFLNGSPCA01,Affiliate UCL Pre-Master's Cert in Architecture
RAFINFSING07,Visiting Research: Information Studies
UBASPSSING05,BA Social and Political Studies
TPPSTRSMED01,PG Dip Stroke Medicine
TMPSEPSING01,"MPA Science, Engineering and Public Policy"
TMRSDSAVIS01,MRes Spatial Data Science and Visualisation
TEPSCTSLRN01,PGCE Dept of L&L (SCITTs - July)
TMAEDUSLLX15,MA Lifelong Learning and Leadership (Singapore)
TCPCTRSING01,PG Cert Clinical Trials
TAFMNGSING01,Affil - Cat 1 Management
UAFMNGSING01,Affiliate Management
TMAHMTSHEA01,MA Health Humanities
TPPHMTSHEA01,PG Dip Health Humanities
UBACLASABR05,BA Ancient World with a Year Abroad
TCPMEDSPFA01,PG Cert Performing Arts Medicine
RAFFINSING07,Visiting Research: Slade School of Fine Art
RAFCPMSING07,Visiting Research: Construction & Proj Management
RAFPHMSING07,Visiting Research: Pharmacy
RRDPHMSING01,Research Degree: School of Pharmacy
TAFPHMSING01,Affiliate Pharmacy
TMRPHMSING01,MRes Pharmacy
TMSPHMSDDI01,MSc Drug Discovery
TMSPHMSPRA01,MSc Pharmacy Practice (Advanced Pharmacy PFT)
UAFPHMSING01,Affiliate Pharmacy
UMPPHMSING01,MPharm Pharmacy
UAFBLSSING01,Affiliate: Biological Sciences
UAFNEUSING01,Affiliate: Neurosciences
TMSMHSSRES01,MSc Mental Health Sciences Research
RAFAMRSING07,Visiting Research: Institute of the Americas
TEPPRISFRE01,Primary (French) - Postgraduate Certificate in Edu
TEPPRISPPT01,Primary (Part Time) - Post Graduate Certificate in
TEPPRISPRI01,Primary - Post Graduate Certificate in Education
TEPPRISSMA01,Primary (Specialist Mathematics Full Time) - Post
UBAFREAPHI09,BA French and Philosophy
TMSEENSCMR01,MSc Communications Research
XICRFHXXXX01,Intercoll Royal Free HMS
UPGARLSING01,Grad Dip Archaeology
TMAMDVAREN01,MA Medieval and Renaissance Studies
RRDWMNSMBP01,Research Degree: IWH (MB PhD programme)
TAFSTSSING01,Affil - Sci & Tech Studs
TMSEDISOMS09,MSc Oral and Maxillofacial Surgery
TPPPHYSPLT01,PG Dip Planetary Science
TMAHISSLAB01,MA Late Antique and Byzantine Studies
TCPCRISCAD01,PG Cert Crime Analysis (by Distance Learning)
TMRSECSING01,MRes Security Science
DDNCHESMMS09,EngD Molecular Modelling & Materials Science
TMRCHESMMS09,MRes Molecular Modelling and Materials Science
RRDCOMSFNC01,Research Degree: Financial Computing
TMREENSPHT01,MRes Photonics Systems Development
TMRCOMSFNC01,MRes Financial Computing
UMSPHASING05,MSci Pharmacology
TPGCIVSING01,Grad Dip Civil Engineering
TMSGEOSMIG01,MSc Global Migration
TMSMEDSSCI01,MSc Health and Medical Sciences
TMSURLSING10,MSc Urology
RRDBARSCPM02,Research Degree:  Bartlett School of Cons &ProjMgt
TMSMECSING01,MSc Mechanical Engineering
TPPARCSMIP01,"PG Dip Mega Infrastructure Plan, Apprais & Deliv"
TMCEDISENA01,MClinDent Endodontology (Advanced Training)
TMSMANSING01,MSc Management
TCPMANSING01,PG Cert Management
TPPCLISEDU01,PG Dip Clinical Education
TMSPSYSSCG01,MSc Social Cognition: Research and Applications
TMSLANSING01,MSc Language Sciences
UMSINFSBUS05,MSci Information Management for Business
TMAARLSCMD01,"MA Culture, Materials and Design"
UAFIHDSING01,Affiliate International Health and Development
